currentId,title,overview,genres,runtime,releaseDate,posterPath
4844,Basic Instinct,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.","Thriller, Mystery",127.0,1992-03-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/p1DHOfLFZmM567ePKfFNMV4mY92.jpg
4848,The Doors,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.","Drama, Music",140.0,1991-03-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9CkFrWAkg23YynYd2uJLyWznMZZ.jpg
4873,The Crying Game,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.","Romance, Crime, Drama, Thriller",112.0,1992-09-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9Qqk3svM0I9QuabOPDNrJZdv3XJ.jpg
4878,Glengarry Glen Ross,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.","Crime, Drama, Mystery",100.0,1992-09-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4YgCTLcHEIeGyzrKpwz93rORb8l.jpg
4881,Sophie's Choice,"Meryl Streep stars as Sophie, a Polish immigrant who shares a boarding house in Brooklyn with her tempestuous lover, Nathan (Kevin Kline in his feature film debut), and a young writer, Stingo (Peter MacNicol).","Drama, Romance",151.0,1982-12-08,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7kBisRhUVzL09qSdNFeg33XbL1N.jpg
4886,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.","Adventure, Family, Fantasy",115.0,1982-04-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8htLKK03TJjKZOXJgihZCu8v0P.jpg
4890,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",Adventure,107.0,1990-06-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jNw4mKvTW3lSDOv9Ruiph6EQqXj.jpg
4896,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.","Action, Romance, War",110.0,1986-05-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/orGXnBKfT41LxZhitLkXhqUfJJW.jpg
4902,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",Drama,111.0,1955-10-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bEAoNvtqvO0c2lItNkKlKUqhPuw.jpg
4992,A Single Girl,"A young Parisian must make major decisions about pregnancy, a job and her boyfriend.",Drama,90.0,1995-05-29,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3XbpQPwm8Ch2KoTjPWSBZM9dFZy.jpg
5000,The People vs. Larry Flynt,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",Drama,129.0,1996-10-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9F1eO4vH7yseGQEovIkXOm3Hrtq.jpg
5008,Glory Daze,"It's punk rock meets Animal House in this campus comedy that stars Ben Affleck as Jack, a soon-to-be graduate who finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.",Comedy,100.0,1995-10-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/aZMYmtjim90B5ifnkHPUAVyfQ5L.jpg
5026,Drop Dead Fred,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.","Comedy, Fantasy, Family",103.0,1991-04-19,https://flixpatrol.com/runtime/cache/files/posters/g/w350/skRvltgHJXnFRMfZNOiID6o4UQn.jpg
5066,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.","Drama, Horror",91.0,1981-04-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zXiQCqtw5lZwrLDqRPbAJhT80Ri.jpg
5075,Private Benjamin,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,Comedy,109.0,1980-10-06,https://flixpatrol.com/runtime/cache/files/posters/g/w350/prlM1orr542htKHpWEqCOngYLn6.jpg
5110,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","Adventure, Comedy, Fantasy",91.0,1975-03-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jRx1nDUA4sb2NEKQaukXKBz6pCf.jpg
5222,When We Were Kings,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",Documentary,89.0,1996-10-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/wAw3KIEuQGIwhCBWtvWFQRItz0d.jpg
5225,The Wrong Trousers,"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.","Animation, Comedy, Family",30.0,1993-12-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xT2NxRbqnTXYqoVQvKSmkLEm4lE.jpg
5283,The Children Are Watching Us,"The film follows a four-year old boy named Prico as he becomes the subject of emotional folly by his fluctuant parents and inattentive relatives.  In his first collaboration with renowned screenwriter and longtime partner Cesare Zavattini, Vittorio De Sica examines the cataclysmic consequences of adult folly on an innocent child. Heralding the pair’s subsequent work on some of the masterpieces of Italian neorealism, The Children Are Watching Us is a vivid, deeply humane portrait of a family’s disintegration.",Drama,84.0,1944-10-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/7MM31gnrGXB0VXMHOO9JmqlHQNC.jpg
5299,The Tin Drum,"Oskar Matzerath, son of a local dealer, is a most unusual boy. Equipped with full intellect right from his birth he decides at his third birthday not to grow up as he sees the crazy world around him at the eve of World War II. So he refuses the society and his tin drum symbolizes his protest against the middle-class mentality of his family and neighborhood, which stand for all passive people in Nazi Germany at that time. However, (almost) nobody listens to him, so the catastrophe goes on...","Drama, History, War",142.0,1979-05-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/bHKwTyB7iAsXt0EpZN1iNA34bPs.jpg
5308,The Ruling Class,"A member of the House of Lords dies in a shockingly silly way, leaving his estate to his son. Unfortunately, his son is insane: he thinks he is Jesus Christ. The other somewhat-more respectable members of their family plot to steal the estate from him. Murder and mayhem ensues.","Drama, Comedy",154.0,1972-09-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/4TV1qeDMRHwrRudBIMkEF9KHWe4.jpg
5319,2 or 3 Things I Know About Her,The story of a housewife who must work the streets to earn an extra living - and who becomes the starting point for a larger socio-political essay.,"Comedy, Drama",100.0,1967-03-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/i1gpu7tlXsOVhhRdPIxCNphYJV0.jpg
5349,Bad Moon,"One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",Horror,80.0,1996-11-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/ivjPm80ZT4MXO1DifALrP0GkOBZ.jpg
5364,Best of the Best 3: No Turning Back,"Tommy Lee (Phillip Rhee) comes to visit his sister and finds that the town is being overrun with members of the Arian brotherhood. These Arian brothers certainly weren't expecting a Taekwondo expert to show up. Tommy and his sister's husband played by Christopher Mcdonald team up to stop the racism. whats better than watching neo-nazis get the crap kicked out of them? when the person kicking the crap out of them is dressed like homie the killer clown, complete with big red shoes and a foam nose. and thats just ONE of the MANY many many many many many cinematic jewels contained within this action packed blessing to the silver screen.this is the best worst martial arts film since sonny chiba's street fighter! you don't believe me? see for yourself namby-pants and check out the best of the best 3. now!!!",Action,90.0,1995-05-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/iZIgaTii38fOSmUXnKYx1JaLZXx.jpg
5400,Delicatessen,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,"Comedy, Fantasy",99.0,1991-04-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/nD4v80ggEmqXFZtaLDSHA2vxZoR.jpg
5418,The Grifters,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.","Crime, Drama",110.0,1990-09-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/uyaZkvfe907W8zH6QonaFjPxJ63.jpg
5419,Hear My Song,"Singer Josef Locke fled to Ireland 25 years ago to escape the clutches of the tax man and police Chief Jim Abbott. What he also left behind was the love of his life Cathleen Doyle. Now, Micky O’Neill is desperate to save both his ailing Liverpool nightclub ‘Heartly’s’ and his failing relationship with the beautiful Nancy, Cathleen’s daughter. The solution? Book the infamous Josef Locke.","Comedy, Foreign",113.0,1991-12-27,https://flixpatrol.com/runtime/cache/files/posters/g/w350/sg0SmGCtFcfWUWnVsOdhDRjCItM.jpg
5445,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.","Drama, Romance, War",162.0,1996-11-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg
5449,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there. Actually, the island isn't deserted and when the Greeks understand that those Italians are harmless, they came out of their hiding places in the mountains and continue their peaceful lives. Soon the soldiers discover that being left behind in a God-forgotten Greek island isn't such a bad thing, after all...","Comedy, Romance, War",96.0,1991-01-31,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zn2nfy87gqCt4uZ7m3Azs16EFRX.jpg
5459,"Sex, Lies, and Videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,Drama,100.0,1989-08-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/kOXATYKziiKmoMxgKA10JOO13JZ.jpg
5477,The Thin Blue Line,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,"Mystery, Documentary, Crime",103.0,1988-08-28,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg
5481,Madonna: Truth or Dare,"From the rain of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.","Documentary, Music",119.0,1991-05-10,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gGl1TvzDzrfA5HhRQwvwzW55CXv.jpg
5502,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",Drama,133.0,1975-11-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/2Sns5oMb356JNdBHgBETjIpRYy9.jpg
5507,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","Adventure, Action",124.0,1980-05-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg
5508,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.","Adventure, Family, Fantasy, Comedy, Romance",98.0,1987-09-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gpxjoE0yvRwIhFEJgNArtKtaN7S.jpg
5515,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","Adventure, Action",115.0,1981-06-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg
5524,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",Comedy,132.0,1985-02-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/55Vfc1beLn3pJF4Lw83TRKHenK6.jpg
5528,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.","Horror, Action, Thriller",137.0,1986-07-18,https://flixpatrol.com/runtime/cache/files/posters/g/w350/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg
5617,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.","Crime, Drama",129.0,1962-12-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gQg6sPYfNTUlf8wEtydzWl09RyR.jpg
5630,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.","Adventure, Action",135.0,1983-05-23,https://flixpatrol.com/runtime/cache/files/posters/g/w350/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg
5669,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","Drama, Crime",145.0,1990-09-12,https://flixpatrol.com/runtime/cache/files/posters/g/w350/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg
5679,Army of Darkness,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.","Fantasy, Horror, Comedy",81.0,1992-10-09,https://flixpatrol.com/runtime/cache/files/posters/g/w350/2eZKDIwLNnySbwqQtAaUz0kYDIL.jpg
5791,The Big Blue,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques (Jean-Marc Barr) and Enzo (Jean Reno) are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family).  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana (Rosanna Arquette), a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.","Adventure, Drama, Romance",168.0,1988-05-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/w4TWqa7SiXP0Hm4rkRnCfXwIeRK.jpg
5792,Ran,"Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...","Action, Drama, History",162.0,1985-06-01,https://flixpatrol.com/runtime/cache/files/posters/g/w350/dwYUbrcQAyshW22yoUTzWwwC67b.jpg
5816,The Blues Brothers,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.","Music, Comedy, Action, Crime",133.0,1980-06-17,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6hesUNBkpVRqBTBw2HlTg0h8b56.jpg
5902,Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.","Drama, History, Music",160.0,1984-10-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/flnoqdC38mbaulAeptjynOFO7yi.jpg
5945,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Drama,129.0,1980-11-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg
5956,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.","Action, Drama, History, War, Adventure",149.0,1981-09-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/nAhTaTpjATAtoxlf3Hbe6bDvQe0.jpg
5957,The Sting,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,"Comedy, Crime, Drama",129.0,1973-12-25,https://flixpatrol.com/runtime/cache/files/posters/g/w350/mQaM8fDQdFWwCTFp0TZG8fChlZ5.jpg
5959,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,"Comedy, Drama, Romance",91.0,1971-12-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/xqay68babjK46U9WBFD2TmtnGcx.jpg
5968,The Seventh Seal,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.","Fantasy, Drama",96.0,1957-02-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/iJXSumDrz64AvmFZaHHNBGDO1ex.jpg
5991,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","Action, Thriller",108.0,1984-10-26,https://flixpatrol.com/runtime/cache/files/posters/g/w350/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg
5995,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.","Horror, Comedy",104.0,1992-08-13,https://flixpatrol.com/runtime/cache/files/posters/g/w350/zzgn2fBeKmIMDEuX7FqS2l1WGfu.jpg
6003,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",War,122.0,1989-12-15,https://flixpatrol.com/runtime/cache/files/posters/g/w350/6pDBbYmR9iqg3IF8lgyY9pWFiqT.jpg
6037,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","Drama, Thriller, Crime",115.0,1990-09-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg
6059,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Drama,129.0,1989-06-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg
6155,The Graduate,A recent college graduate finds himself in a love triangle with an older woman and her daughter.,Drama,106.0,1967-12-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/itdaGoyXKIAXRrHmchoMsGbwp2y.jpg
6180,La Femme Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.","Action, Thriller",115.0,1990-02-21,https://flixpatrol.com/runtime/cache/files/posters/g/w350/mjSe0ehEPaSRMFYF9qVFGpk9ubM.jpg
6188,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.","Drama, History, War",161.0,1957-10-02,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg
6203,8½,With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,"Fantasy, Drama",138.0,1963-02-14,https://flixpatrol.com/runtime/cache/files/posters/g/w350/5pQlc8dp5dXzWg1yM70DZrsDpOl.jpg
6218,Chinatown,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","Crime, Drama, Mystery, Thriller",130.0,1974-06-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg
6271,The Treasure of the Sierra Madre,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.","Action, Adventure, Drama, Western",126.0,1948-01-24,https://flixpatrol.com/runtime/cache/files/posters/g/w350/e3lYTRwiDVPQv07xKldwlLAXikN.jpg
6296,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","Horror, Thriller",144.0,1980-05-22,https://flixpatrol.com/runtime/cache/files/posters/g/w350/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg
6299,Stand by Me,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","Crime, Drama",89.0,1986-08-22,https://flixpatrol.com/runtime/cache/files/posters/g/w350/kedC0y75jdzByjuZNLOWIOtduNw.jpg
6327,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.","Adventure, Drama, History, Thriller, War",172.0,1963-06-20,https://flixpatrol.com/runtime/cache/files/posters/g/w350/qhy4HgUqhEbwQ1ekKTv7yEB3b0e.jpg
6331,The Deer Hunter,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.","Drama, War",183.0,1978-12-08,https://flixpatrol.com/runtime/cache/files/posters/g/w350/slNJESItHPqp1CENEJQUPw8d7WE.jpg
6365,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.","Romance, Fantasy, Drama, Comedy",101.0,1993-02-11,https://flixpatrol.com/runtime/cache/files/posters/g/w350/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg
6378,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Adventure, Comedy, Family",116.0,1985-07-03,https://flixpatrol.com/runtime/cache/files/posters/g/w350/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg
6440,Akira,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",Animation,124.0,1988-07-16,https://flixpatrol.com/runtime/cache/files/posters/g/w350/8Pt7hlu7fkc5IIR0VZ2kNGY8sT4.jpg
